State_Name,District_Name,Crop_Year,Season,Crop,Area,rainfall,Average Humidity,Mean Temp,Cost of Cultivation (`/Hectare) C2,Cost of Production (`/Quintal) C2,Yield (Quintal/ Hectare) ,cost of production per yield
Tamil Nadu,CUDDALORE,1999,Whole Year ,Sweet potato,1432,0.00161407,37,70,28144.5,93.64,12.94,1211.7016
Tamil Nadu,CUDDALORE,2002,Whole Year ,Sweet potato,69,0.1796935,73,56,8266.98,2614.14,3.01,7868.5614
Tamil Nadu,CUDDALORE,2003,Whole Year ,Sweet potato,59,0.24147998,36,78,9165.59,840.58,13.7,11515.946
Tamil Nadu,CUDDALORE,2004,Whole Year ,Sweet potato,114,0.08298048,19,68,25909.05,2775.8,9.59,26619.922
Tamil Nadu,CUDDALORE,2005,Whole Year ,Sweet potato,83,0.0018103,23,94,17705.93,715.04,6.7,4790.768
Tamil Nadu,CUDDALORE,2006,Whole Year ,Sweet potato,488,0,21,94,22560.3,2179.26,12.69,27654.8094
Tamil Nadu,CUDDALORE,2007,Whole Year ,Sweet potato,38,0,70,86,91442.63,1341.29,67.41,90416.3589
Tamil Nadu,CUDDALORE,2008,Whole Year ,Sweet potato,14,0,86,83,31902.74,2554.91,10.93,27925.1663
Tamil Nadu,CUDDALORE,2009,Whole Year ,Sweet potato,7,0.08125601,58,83,13209.32,107.56,19.94,2144.7464
Tamil Nadu,CUDDALORE,2011,Whole Year ,Sweet potato,4,0,36,82,9165.59,1610.4,56,90182.4
Tamil Nadu,CUDDALORE,2013,Whole Year ,Sweet potato,30,0,36,70,13209.32,1610.4,67.41,108557.064
Tamil Nadu,DHARMAPURI,1998,Whole Year ,Sweet potato,131,0.01028368,58,57,44756.72,2509.99,17.83,44753.1217
Tamil Nadu,DHARMAPURI,1999,Whole Year ,Sweet potato,33,0.07244817,73,68,19083.55,1610.4,11.61,18696.744
Tamil Nadu,DHARMAPURI,2000,Whole Year ,Sweet potato,55,0.21390753,68,72,89025.27,3207.35,13.45,43138.8575
Tamil Nadu,DHARMAPURI,2002,Whole Year ,Sweet potato,27,0,20,94,7868.64,804.8,1015.45,817234.16
Tamil Nadu,DHARMAPURI,2003,Whole Year ,Sweet potato,1,0,69,84,27507.54,2179.26,8.72,19003.1472
Tamil Nadu,DHARMAPURI,2004,Whole Year ,Sweet potato,5,0.05615822,67,87,31902.74,1251.12,12.94,16189.4928
Tamil Nadu,DHARMAPURI,2005,Whole Year ,Sweet potato,200,0,74,81,28144.5,3207.35,4.71,15106.6185
Tamil Nadu,DHARMAPURI,2006,Whole Year ,Sweet potato,8,0,37,79,19259.84,683.58,1015.45,694141.311
Tamil Nadu,DHARMAPURI,2007,Whole Year ,Sweet potato,324,0.00858497,35,66,22489.75,731.25,1.32,965.25
Tamil Nadu,DHARMAPURI,2008,Whole Year ,Sweet potato,61,0.0165269,55,58,15371.45,1559.04,19.05,29699.712
Tamil Nadu,DHARMAPURI,2009,Whole Year ,Sweet potato,377,0.08525869,46,69,17705.93,107.56,13.57,1459.5892
Tamil Nadu,DHARMAPURI,2011,Whole Year ,Sweet potato,13,0.33147006,57,71,91442.63,119.72,757.92,90738.1824
Tamil Nadu,DHARMAPURI,2013,Whole Year ,Sweet potato,179,0.07068936,13,81,13209.32,2172.46,37.19,80793.7874
Tamil Nadu,DINDIGUL,1997,Whole Year ,Sweet potato,12,0,20,93,45239.51,1341.29,56,75112.24
Tamil Nadu,DINDIGUL,1998,Whole Year ,Sweet potato,12,0,29,92,7868.64,581.69,13.45,7823.7305
Tamil Nadu,DINDIGUL,1999,Whole Year ,Sweet potato,127,0,59,84,19083.55,2509.99,6.42,16114.1358
Tamil Nadu,DINDIGUL,2000,Whole Year ,Sweet potato,270,0.12807676,63,84,29876.36,93.64,13.54,1267.8856
Tamil Nadu,DINDIGUL,2002,Whole Year ,Sweet potato,64,0,41,68,17705.93,658.77,11.98,7892.0646
Tamil Nadu,DINDIGUL,2003,Whole Year ,Sweet potato,83,0.03297588,50,70,22560.3,810.25,19.94,16156.385
Tamil Nadu,DINDIGUL,2004,Whole Year ,Sweet potato,99,0.05361401,64,60,28144.5,732.62,36.61,26821.2182
Tamil Nadu,DINDIGUL,2005,Whole Year ,Sweet potato,54,0.23821256,61,74,91442.63,2358,11.97,28225.26
Tamil Nadu,DINDIGUL,2006,Whole Year ,Sweet potato,40,0.0151269,11,76,15371.45,1898.3,9.83,18660.289
Tamil Nadu,DINDIGUL,2007,Whole Year ,Sweet potato,81,0,21,90,86765.77,1595.56,12.94,20646.5464
Tamil Nadu,DINDIGUL,2008,Whole Year ,Sweet potato,35,0.00233476,21,96,28144.5,840.58,31.1,26142.038
Tamil Nadu,DINDIGUL,2009,Whole Year ,Sweet potato,46,0,61,84,86765.77,1691.66,24.39,41259.5874
Tamil Nadu,DINDIGUL,2011,Whole Year ,Sweet potato,60,0,72,82,31902.74,2277.68,19.9,45325.832
Tamil Nadu,DINDIGUL,2013,Whole Year ,Sweet potato,32,0,41,68,17705.93,658.77,11.98,7892.0646
Tamil Nadu,ERODE,1997,Whole Year ,Sweet potato,4,0.01394837,45,61,22489.75,2509.99,7.47,18749.6253
Tamil Nadu,ERODE,1998,Whole Year ,Sweet potato,22,0.12447929,58,60,18679.33,2277.68,8.05,18335.324
Tamil Nadu,ERODE,2002,Whole Year ,Sweet potato,3,0,17,90,33046.12,3670.54,9.83,36081.4082
Tamil Nadu,ERODE,2003,Whole Year ,Sweet potato,7,0,79,84,7868.64,3207.35,4.71,15106.6185
Tamil Nadu,ERODE,2004,Whole Year ,Sweet potato,35,0.09207753,44,91,27507.54,2539.47,7.47,18969.8409
Tamil Nadu,ERODE,2005,Whole Year ,Sweet potato,42,0,42,81,13209.32,93.64,13.54,1267.8856
Tamil Nadu,ERODE,2006,Whole Year ,Sweet potato,1,0,45,70,19083.55,2614.14,42.95,112277.313
Tamil Nadu,ERODE,2007,Whole Year ,Sweet potato,3,0.03893959,40,57,7868.64,1882.68,24.39,45918.5652
Tamil Nadu,ERODE,2008,Whole Year ,Sweet potato,14,0.03297588,50,70,22560.3,810.25,19.94,16156.385
Tamil Nadu,ERODE,2009,Whole Year ,Sweet potato,4,0.05361401,64,60,28144.5,732.62,36.61,26821.2182
Tamil Nadu,KANCHIPURAM,1997,Whole Year ,Sweet potato,53,0,27,88,46450.2,2539.47,9.59,24353.5173
Tamil Nadu,KANCHIPURAM,1998,Whole Year ,Sweet potato,69,0,64,86,17705.93,2261.24,4.05,9158.022
Tamil Nadu,KANCHIPURAM,1999,Whole Year ,Sweet potato,14,0,100,74,45291.24,1898.3,34.99,66421.517
Tamil Nadu,KANCHIPURAM,2000,Whole Year ,Sweet potato,7,0,71,86,25909.05,1387.36,9.33,12944.0688
Tamil Nadu,KANCHIPURAM,2002,Whole Year ,Sweet potato,47,0,83,82,17705.93,840.58,42.95,36102.911
Tamil Nadu,KANCHIPURAM,2003,Whole Year ,Sweet potato,31,0,41,68,17705.93,658.77,11.98,7892.0646
Tamil Nadu,KANCHIPURAM,2004,Whole Year ,Sweet potato,37,0.03092234,45,62,45239.51,1898.3,23.59,44780.897
Tamil Nadu,KANCHIPURAM,2005,Whole Year ,Sweet potato,23,0,45,65,91442.63,5777.48,31.1,179679.628
Tamil Nadu,KANCHIPURAM,2006,Whole Year ,Sweet potato,1,0.03174683,62,56,24171.65,3670.54,6.42,23564.8668
Tamil Nadu,KANCHIPURAM,2007,Whole Year ,Sweet potato,4,0.15220806,59,59,15371.45,2261.24,6.7,15150.308
Tamil Nadu,KANCHIPURAM,2008,Whole Year ,Sweet potato,15,0.34866006,34,56,7868.64,1898.3,7.47,14180.301
Tamil Nadu,KANCHIPURAM,2011,Whole Year ,Sweet potato,4,0.03583846,17,84,22560.3,1691.66,19.05,32226.123
Tamil Nadu,KANCHIPURAM,2013,Whole Year ,Sweet potato,5,0,27,88,46450.2,2539.47,9.59,24353.5173
Tamil Nadu,KANNIYAKUMARI,1997,Whole Year ,Sweet potato,16,0,25,95,35423.48,2358,16.69,39355.02
Tamil Nadu,KANNIYAKUMARI,1998,Whole Year ,Sweet potato,65,0,87,82,45239.51,789.9,32.42,25608.558
Tamil Nadu,KANNIYAKUMARI,2008,Whole Year ,Sweet potato,1,0.00274983,47,56,29876.36,1691.66,8.72,14751.2752
Tamil Nadu,KARUR,1997,Whole Year ,Sweet potato,203,0.13790993,85,65,27507.54,1251.12,19.94,24947.3328
Tamil Nadu,KARUR,1998,Whole Year ,Sweet potato,55,0.21390753,68,72,89025.27,3207.35,13.45,43138.8575
Tamil Nadu,KARUR,1999,Whole Year ,Sweet potato,10,0.12240879,22,80,31902.74,810.25,1015.45,822768.3625
Tamil Nadu,KARUR,2000,Whole Year ,Sweet potato,20,0.09733837,65,78,29876.36,581.69,9.33,5427.1677
Tamil Nadu,KARUR,2002,Whole Year ,Sweet potato,146,0,62,92,22560.3,715.04,5.9,4218.736
Tamil Nadu,KARUR,2003,Whole Year ,Sweet potato,305,0,57,86,45239.51,731.25,5.9,4314.375
Tamil Nadu,KARUR,2004,Whole Year ,Sweet potato,319,0,73,84,35423.48,1882.68,19.05,35865.054
Tamil Nadu,KARUR,2005,Whole Year ,Sweet potato,235,0,36,82,7868.64,1251.12,12.94,16189.4928
Tamil Nadu,KARUR,2006,Whole Year ,Sweet potato,68,0,31,74,15371.45,2554.91,10.29,26290.0239
Tamil Nadu,KARUR,2007,Whole Year ,Sweet potato,92,0.13591922,41,70,33046.12,119.72,13.57,1624.6004
Tamil Nadu,KARUR,2008,Whole Year ,Sweet potato,80,0,48,61,19083.55,1387.36,11.98,16620.5728
Tamil Nadu,KARUR,2009,Whole Year ,Sweet potato,85,0.0123605,57,62,23076.74,1941.55,9.83,19085.4365
Tamil Nadu,KARUR,2011,Whole Year ,Sweet potato,67,0.27772908,61,68,86765.77,86.53,986.21,85336.7513
Tamil Nadu,KARUR,2013,Whole Year ,Sweet potato,33,0.09558814,23,77,22489.75,107.56,757.92,81521.8752
Tamil Nadu,KRISHNAGIRI,2003,Whole Year ,Sweet potato,13,0,28,95,35423.48,119.72,448.89,53741.1108
Tamil Nadu,KRISHNAGIRI,2004,Whole Year ,Sweet potato,4,0,69,86,19259.84,732.62,1.32,967.0584
Tamil Nadu,KRISHNAGIRI,2005,Whole Year ,Sweet potato,9,0,86,83,31902.74,2554.91,10.93,27925.1663
Tamil Nadu,KRISHNAGIRI,2006,Whole Year ,Sweet potato,3,0,49,85,33046.12,769.84,744.01,572768.6584
Tamil Nadu,KRISHNAGIRI,2007,Whole Year ,Sweet potato,5,0,61,80,86765.77,732.62,4.05,2967.111
Tamil Nadu,KRISHNAGIRI,2008,Whole Year ,Sweet potato,6,0,32,73,7868.64,1559.04,19.9,31024.896
Tamil Nadu,KRISHNAGIRI,2009,Whole Year ,Sweet potato,4,0.01282597,34,60,17705.93,810.25,448.89,363713.1225
Tamil Nadu,KRISHNAGIRI,2011,Whole Year ,Sweet potato,18,0.03297588,50,70,22560.3,810.25,19.94,16156.385
Tamil Nadu,MADURAI,1997,Whole Year ,Sweet potato,93,0.28560557,40,80,7868.64,2614.14,42.68,111571.4952
Tamil Nadu,MADURAI,1998,Whole Year ,Sweet potato,21,0.06093378,22,80,45291.24,2003.76,8.72,17472.7872
Tamil Nadu,MADURAI,1999,Whole Year ,Sweet potato,38,0,19,86,19083.55,789.9,39.04,30837.696
Tamil Nadu,MADURAI,2000,Whole Year ,Sweet potato,45,0.01609646,25,98,45239.51,1551.94,19.05,29564.457
Tamil Nadu,MADURAI,2002,Whole Year ,Sweet potato,63,0,57,84,19259.84,2228.97,42.68,95132.4396
Tamil Nadu,MADURAI,2003,Whole Year ,Sweet potato,88,0,43,80,31902.74,1341.29,39.04,52363.9616
Tamil Nadu,MADURAI,2004,Whole Year ,Sweet potato,53,0.01435425,35,76,25909.05,1918.92,8.05,15447.306
Tamil Nadu,MADURAI,2005,Whole Year ,Sweet potato,56,0.01282597,34,60,17705.93,810.25,448.89,363713.1225
Tamil Nadu,MADURAI,2006,Whole Year ,Sweet potato,47,0,48,61,19083.55,1387.36,11.98,16620.5728
Tamil Nadu,MADURAI,2007,Whole Year ,Sweet potato,59,0,56,58,19551.9,1898.3,9.59,18204.697
Tamil Nadu,MADURAI,2008,Whole Year ,Sweet potato,54,0.16287162,52,55,25909.05,715.04,32.42,23181.5968
Tamil Nadu,MADURAI,2009,Whole Year ,Sweet potato,21,0.31073026,50,76,19259.84,1551.94,6.83,10599.7502
Tamil Nadu,MADURAI,2011,Whole Year ,Sweet potato,33,0.02043946,16,84,17705.93,2179.26,24.39,53152.1514
Tamil Nadu,MADURAI,2013,Whole Year ,Sweet potato,19,0,19,98,86765.77,1882.68,19.9,37465.332
Tamil Nadu,NAGAPATTINAM,1997,Whole Year ,Sweet potato,1,0,62,92,22560.3,715.04,5.9,4218.736
Tamil Nadu,NAGAPATTINAM,1998,Whole Year ,Sweet potato,2,0,93,78,17705.93,2775.8,9.83,27286.114
Tamil Nadu,NAGAPATTINAM,1999,Whole Year ,Sweet potato,1,0,71,86,25909.05,1387.36,9.33,12944.0688
Tamil Nadu,NAGAPATTINAM,2002,Whole Year ,Sweet potato,15,0,40,82,29876.36,1595.56,67.41,107556.6996
Tamil Nadu,NAGAPATTINAM,2006,Whole Year ,Sweet potato,1,0.00621426,58,58,15371.45,1595.56,32.42,51728.0552
Tamil Nadu,NAGAPATTINAM,2009,Whole Year ,Sweet potato,3,0.13790993,85,65,27507.54,1251.12,19.94,24947.3328
Tamil Nadu,NAMAKKAL,1998,Whole Year ,Sweet potato,19,0,16,91,17705.93,2003.76,6.42,12864.1392
Tamil Nadu,NAMAKKAL,2000,Whole Year ,Sweet potato,7,0,79,84,7868.64,3207.35,4.71,15106.6185
Tamil Nadu,NAMAKKAL,2002,Whole Year ,Sweet potato,10,0,43,80,31902.74,1341.29,39.04,52363.9616
Tamil Nadu,NAMAKKAL,2004,Whole Year ,Sweet potato,4,0.02360537,46,62,27507.54,840.58,13.45,11305.801
Tamil Nadu,NAMAKKAL,2005,Whole Year ,Sweet potato,330,0.02682104,61,56,50828.83,2003.76,24.39,48871.7064
Tamil Nadu,NAMAKKAL,2006,Whole Year ,Sweet potato,60,0.13790993,85,65,27507.54,1251.12,19.94,24947.3328
Tamil Nadu,NAMAKKAL,2007,Whole Year ,Sweet potato,51,0.22460861,64,66,35423.48,581.69,42.95,24983.5855
Tamil Nadu,NAMAKKAL,2008,Whole Year ,Sweet potato,7,0.01387918,14,72,28144.5,3670.54,7.47,27418.9338
Tamil Nadu,NAMAKKAL,2011,Whole Year ,Sweet potato,29,0,75,85,86765.77,1279.6,39.04,49955.584
Tamil Nadu,NAMAKKAL,2013,Whole Year ,Sweet potato,26,0.08645341,59,83,7868.64,119.72,11.61,1389.9492
Tamil Nadu,PERAMBALUR,1997,Whole Year ,Sweet potato,17,0,74,81,28144.5,3207.35,4.71,15106.6185
Tamil Nadu,PERAMBALUR,1998,Whole Year ,Sweet potato,22,0,37,78,17705.93,769.84,744.01,572768.6584
Tamil Nadu,PERAMBALUR,1999,Whole Year ,Sweet potato,10,0,45,70,19083.55,2614.14,42.95,112277.313
Tamil Nadu,PERAMBALUR,2000,Whole Year ,Sweet potato,18,0.01243261,47,62,86765.77,3670.54,39.83,146197.6082
Tamil Nadu,PERAMBALUR,2002,Whole Year ,Sweet potato,24,0.09858411,53,60,17314.2,3484.01,4.71,16409.6871
Tamil Nadu,PERAMBALUR,2003,Whole Year ,Sweet potato,23,0.25988332,59,76,86765.77,2554.91,4.71,12033.6261
Tamil Nadu,PERAMBALUR,2004,Whole Year ,Sweet potato,25,0.08412435,22,84,29876.36,804.8,23.59,18985.232
Tamil Nadu,PERAMBALUR,2005,Whole Year ,Sweet potato,14,0.01841964,48,79,28144.5,2068.67,42.68,88290.8356
Tamil Nadu,PERAMBALUR,2006,Whole Year ,Sweet potato,11,0,22,92,45291.24,2775.8,7.47,20735.226
Tamil Nadu,PERAMBALUR,2007,Whole Year ,Sweet potato,10,0,74,85,19083.55,731.25,6.7,4899.375
Tamil Nadu,PERAMBALUR,2008,Whole Year ,Sweet potato,3,0,58,86,85801.95,1882.68,19.05,35865.054
Tamil Nadu,PERAMBALUR,2009,Whole Year ,Sweet potato,4,0.12807676,63,84,29876.36,93.64,13.54,1267.8856
Tamil Nadu,PERAMBALUR,2011,Whole Year ,Sweet potato,3,0,43,80,31902.74,1341.29,39.04,52363.9616
Tamil Nadu,PERAMBALUR,2013,Whole Year ,Sweet potato,1,0,38,70,15371.45,1251.12,56,70062.72
Tamil Nadu,PUDUKKOTTAI,1997,Whole Year ,Sweet potato,2,0.06215368,59,56,25909.05,2554.91,6.83,17450.0353
Tamil Nadu,PUDUKKOTTAI,1998,Whole Year ,Sweet potato,1,0.08525869,46,69,17705.93,107.56,13.57,1459.5892
Tamil Nadu,PUDUKKOTTAI,1999,Whole Year ,Sweet potato,14,0.0776757,66,55,19857.7,404.43,42.95,17370.2685
Tamil Nadu,PUDUKKOTTAI,2002,Whole Year ,Sweet potato,3,0.0151269,11,76,15371.45,1898.3,9.83,18660.289
Tamil Nadu,PUDUKKOTTAI,2003,Whole Year ,Sweet potato,1,0,20,94,7868.64,804.8,1015.45,817234.16
Tamil Nadu,PUDUKKOTTAI,2005,Whole Year ,Sweet potato,3,0,100,74,45291.24,1898.3,34.99,66421.517
Tamil Nadu,PUDUKKOTTAI,2006,Whole Year ,Sweet potato,1,0,57,84,19259.84,2228.97,42.68,95132.4396
Tamil Nadu,PUDUKKOTTAI,2007,Whole Year ,Sweet potato,3,0.01210957,51,89,45239.51,2003.76,9.59,19216.0584
Tamil Nadu,PUDUKKOTTAI,2009,Whole Year ,Sweet potato,1,0,49,75,45239.51,2775.8,37.19,103232.002
Tamil Nadu,PUDUKKOTTAI,2011,Whole Year ,Sweet potato,1,0,40,64,46450.2,85.79,19.94,1710.6526
Tamil Nadu,PUDUKKOTTAI,2013,Whole Year ,Sweet potato,3,0.03867695,41,61,25909.05,1251.12,67.41,84337.9992
Tamil Nadu,SALEM,1997,Whole Year ,Sweet potato,5,0,63,56,16873.17,1551.94,10.29,15969.4626
Tamil Nadu,SALEM,1998,Whole Year ,Sweet potato,23,0.20511291,45,70,89025.27,85.79,1015.45,87115.4555
Tamil Nadu,SALEM,1999,Whole Year ,Sweet potato,24,0.24572588,35,80,25909.05,2261.24,5.9,13341.316
Tamil Nadu,SALEM,2000,Whole Year ,Sweet potato,18,0.01812981,18,90,45239.51,2277.68,10.29,23437.3272
Tamil Nadu,SALEM,2002,Whole Year ,Sweet potato,1,0,70,86,91442.63,1341.29,67.41,90416.3589
Tamil Nadu,SALEM,2003,Whole Year ,Sweet potato,14,0.09207753,44,91,27507.54,2539.47,7.47,18969.8409
Tamil Nadu,SALEM,2004,Whole Year ,Sweet potato,11,0,36,82,7868.64,1251.12,12.94,16189.4928
Tamil Nadu,SALEM,2005,Whole Year ,Sweet potato,59,0,45,70,19083.55,2614.14,42.95,112277.313
Tamil Nadu,SALEM,2006,Whole Year ,Sweet potato,69,0.00274983,47,56,29876.36,1691.66,8.72,14751.2752
Tamil Nadu,SALEM,2007,Whole Year ,Sweet potato,29,0,63,56,16873.17,1551.94,10.29,15969.4626
Tamil Nadu,SALEM,2008,Whole Year ,Sweet potato,38,0.20236105,58,68,22489.75,810.25,23.59,19113.7975
Tamil Nadu,SALEM,2009,Whole Year ,Sweet potato,15,0.24019075,33,80,28144.5,2228.97,1.32,2942.2404
Tamil Nadu,SALEM,2011,Whole Year ,Sweet potato,1,0,22,86,22560.3,669.86,32.42,21716.8612
Tamil Nadu,SALEM,2013,Whole Year ,Sweet potato,3,0,69,86,22489.75,1251.12,13.54,16940.1648
Tamil Nadu,SIVAGANGA,1997,Whole Year ,Sweet potato,3,0,75,84,35423.48,3484.01,10.29,35850.4629
Tamil Nadu,SIVAGANGA,2002,Whole Year ,Sweet potato,5,0,38,69,29876.36,1279.6,36.61,46846.156
Tamil Nadu,SIVAGANGA,2003,Whole Year ,Sweet potato,9,0,51,54,29876.36,669.86,1.32,884.2152
Tamil Nadu,SIVAGANGA,2004,Whole Year ,Sweet potato,5,0.0841193,56,58,12610.85,1691.66,6.83,11554.0378
Tamil Nadu,SIVAGANGA,2005,Whole Year ,Sweet potato,1,0.05435099,71,64,19259.84,1341.29,13.54,18161.0666
Tamil Nadu,SIVAGANGA,2006,Whole Year ,Sweet potato,1,0.2535624,47,76,22560.3,1882.68,10.29,19372.7772
Tamil Nadu,SIVAGANGA,2009,Whole Year ,Sweet potato,4,0.00014373,18,92,91442.63,1610.4,13.54,21804.816
Tamil Nadu,SIVAGANGA,2011,Whole Year ,Sweet potato,3,0,64,86,17705.93,2261.24,4.05,9158.022
Tamil Nadu,SIVAGANGA,2013,Whole Year ,Sweet potato,3,0,57,84,19259.84,2228.97,42.68,95132.4396
Tamil Nadu,THANJAVUR,1997,Whole Year ,Sweet potato,1,0.01430875,43,88,46450.2,683.58,23.59,16125.6522
Tamil Nadu,THANJAVUR,1999,Whole Year ,Sweet potato,5,0,42,81,13209.32,93.64,13.54,1267.8856
Tamil Nadu,THANJAVUR,2000,Whole Year ,Sweet potato,5,0,37,72,29876.36,1882.68,17.83,33568.1844
Tamil Nadu,THANJAVUR,2002,Whole Year ,Sweet potato,2,0.08593014,55,56,17705.93,404.43,16.69,6749.9367
Tamil Nadu,THANJAVUR,2003,Whole Year ,Sweet potato,1,0.11341892,58,54,30114.45,1918.92,13.45,25809.474
Tamil Nadu,THANJAVUR,2004,Whole Year ,Sweet potato,16,0.20236105,58,68,22489.75,810.25,23.59,19113.7975
Tamil Nadu,THANJAVUR,2005,Whole Year ,Sweet potato,7,0.24147998,36,78,9165.59,840.58,13.7,11515.946
Tamil Nadu,THANJAVUR,2006,Whole Year ,Sweet potato,1,0.04538749,18,85,9165.59,769.84,39.83,30662.7272
Tamil Nadu,THANJAVUR,2008,Whole Year ,Sweet potato,1,0,22,92,45291.24,2775.8,7.47,20735.226
Tamil Nadu,THANJAVUR,2011,Whole Year ,Sweet potato,1,0,79,84,7868.64,3207.35,4.71,15106.6185
Tamil Nadu,THE NILGIRIS,1997,Whole Year ,Sweet potato,5,0,98,74,19259.84,2614.14,31.1,81299.754
Tamil Nadu,THE NILGIRIS,1998,Whole Year ,Sweet potato,17,0,42,80,33046.12,85.79,448.89,38510.2731
Tamil Nadu,THE NILGIRIS,1999,Whole Year ,Sweet potato,14,0,31,74,15371.45,2554.91,10.29,26290.0239
Tamil Nadu,THE NILGIRIS,2000,Whole Year ,Sweet potato,2,0,36,70,13209.32,1610.4,67.41,108557.064
Tamil Nadu,THE NILGIRIS,2002,Whole Year ,Sweet potato,3,0.00621426,58,58,15371.45,1595.56,32.42,51728.0552
Tamil Nadu,THE NILGIRIS,2003,Whole Year ,Sweet potato,10,0.1784297,52,65,46450.2,789.9,56,44234.4
Tamil Nadu,THE NILGIRIS,2004,Whole Year ,Sweet potato,6,0.21139503,38,58,28144.5,2539.47,8.72,22144.1784
Tamil Nadu,THE NILGIRIS,2005,Whole Year ,Sweet potato,1,0.22267875,62,68,22489.75,404.43,9.33,3773.3319
Tamil Nadu,THE NILGIRIS,2006,Whole Year ,Sweet potato,1,0.09120516,27,80,19083.55,1341.29,12.94,17356.2926
Tamil Nadu,THE NILGIRIS,2009,Whole Year ,Sweet potato,2,0,19,92,85801.95,1251.12,13.57,16977.6984
Tamil Nadu,THENI,1997,Whole Year ,Sweet potato,14,0,62,86,91442.63,1551.94,17.83,27671.0902
Tamil Nadu,THENI,1998,Whole Year ,Sweet potato,5,0.09054553,61,84,9165.59,86.53,13.57,1174.2121
Tamil Nadu,THENI,2002,Whole Year ,Sweet potato,2,0,48,58,22560.3,658.77,11.97,7885.4769
Tamil Nadu,THENI,2004,Whole Year ,Sweet potato,1,0.23821256,61,74,91442.63,2358,11.97,28225.26
Tamil Nadu,THENI,2005,Whole Year ,Sweet potato,5,0.08412435,22,84,29876.36,804.8,23.59,18985.232
Tamil Nadu,THENI,2006,Whole Year ,Sweet potato,2,0.01841964,48,79,28144.5,2068.67,42.68,88290.8356
Tamil Nadu,THENI,2009,Whole Year ,Sweet potato,1,0,87,84,9165.59,1918.92,16.69,32026.7748
Tamil Nadu,THIRUVALLUR,1997,Whole Year ,Sweet potato,55,0,38,70,15371.45,1251.12,56,70062.72
Tamil Nadu,THIRUVALLUR,1999,Whole Year ,Sweet potato,1,0,51,54,29876.36,669.86,1.32,884.2152
Tamil Nadu,THIRUVALLUR,2000,Whole Year ,Sweet potato,10,0,65,56,25270.26,2775.8,8.72,24204.976
Tamil Nadu,THIRUVALLUR,2002,Whole Year ,Sweet potato,9,0.31073026,50,76,19259.84,1551.94,6.83,10599.7502
Tamil Nadu,THIRUVALLUR,2003,Whole Year ,Sweet potato,35,0.06777985,20,85,19083.55,1551.94,19.9,30883.606
Tamil Nadu,THIRUVALLUR,2004,Whole Year ,Sweet potato,21,0,21,90,86765.77,1595.56,12.94,20646.5464
Tamil Nadu,THIRUVALLUR,2005,Whole Year ,Sweet potato,17,0,19,98,86765.77,1882.68,19.9,37465.332
Tamil Nadu,THIRUVALLUR,2006,Whole Year ,Sweet potato,9,0,74,85,19083.55,731.25,6.7,4899.375
Tamil Nadu,THIRUVALLUR,2007,Whole Year ,Sweet potato,2,0,96,78,19259.84,2539.47,7.47,18969.8409
Tamil Nadu,THIRUVALLUR,2008,Whole Year ,Sweet potato,22,0,76,81,45291.24,2614.14,31.1,81299.754
Tamil Nadu,THIRUVALLUR,2009,Whole Year ,Sweet potato,5,0,49,85,33046.12,769.84,744.01,572768.6584
Tamil Nadu,THIRUVALLUR,2011,Whole Year ,Sweet potato,17,0,52,82,85801.95,731.25,5.9,4314.375
Tamil Nadu,THIRUVALLUR,2013,Whole Year ,Sweet potato,2,0,46,70,85801.95,732.62,3.01,2205.1862
Tamil Nadu,THIRUVARUR,1997,Whole Year ,Sweet potato,5,0.07029979,31,59,19259.84,804.8,986.21,793701.808
Tamil Nadu,THIRUVARUR,2002,Whole Year ,Sweet potato,2,0.29396519,61,54,33046.12,731.25,39.04,28548
Tamil Nadu,THIRUVARUR,2003,Whole Year ,Sweet potato,2,0.23189624,36,81,45291.24,715.04,36.61,26177.6144
Tamil Nadu,THIRUVARUR,2004,Whole Year ,Sweet potato,2,0,22,84,46450.2,2509.99,12.69,31851.7731
Tamil Nadu,THIRUVARUR,2005,Whole Year ,Sweet potato,5,0,41,86,45291.24,2261.24,1.32,2984.8368
Tamil Nadu,THIRUVARUR,2006,Whole Year ,Sweet potato,3,0.00948428,18,94,31902.74,107.56,986.21,106076.7476
Tamil Nadu,TIRUCHIRAPPALLI,1997,Whole Year ,Sweet potato,56,0,74,81,28144.5,3207.35,4.71,15106.6185
Tamil Nadu,TIRUCHIRAPPALLI,1998,Whole Year ,Sweet potato,152,0,36,80,19083.55,1898.3,39.83,75609.289
Tamil Nadu,TIRUCHIRAPPALLI,1999,Whole Year ,Sweet potato,47,0,43,66,89025.27,715.04,4.05,2895.912
Tamil Nadu,TIRUCHIRAPPALLI,2000,Whole Year ,Sweet potato,77,0.03893473,47,58,9165.59,1551.94,12.69,19694.1186
Tamil Nadu,TIRUCHIRAPPALLI,2002,Whole Year ,Sweet potato,24,0.26717011,54,60,7868.64,5777.48,1.32,7626.2736
Tamil Nadu,TIRUCHIRAPPALLI,2003,Whole Year ,Sweet potato,56,0.27144763,43,76,46450.2,731.25,32.42,23707.125
Tamil Nadu,TIRUCHIRAPPALLI,2004,Whole Year ,Sweet potato,41,0.06654542,34,84,22489.75,1918.92,11.97,22969.4724
Tamil Nadu,TIRUCHIRAPPALLI,2005,Whole Year ,Sweet potato,39,0,25,95,13209.32,769.84,23.59,18160.5256
